,最近一次补货时间,机器编号,补货周期,当前库存,补货前1个小时库存,补货配货差,时间差,补货配货差范围,时间差范围
294,2021-06-28,7551423.0,6.0,110.0,110.0,0.0,18.022222222352866,0-5,10-20
295,2021-06-29,1010309.0,6.0,70.0,70.0,0.0,19.644722222350538,0-5,10-20
296,2021-06-30,2110481.0,6.0,122.0,122.0,0.0,18.965833333320916,0-5,10-20
297,2021-07-01,5321087.0,6.0,33.0,33.0,0.0,15.533888889010996,0-5,10-20
298,2021-06-29,5321101.0,12.0,50.0,50.0,0.0,15.832222222234122,0-5,10-20
299,2021-07-01,5321107.0,9.0,30.0,30.0,0.0,12.671666666690726,0-5,10-20
300,2021-07-01,5321119.0,9.0,26.0,26.0,0.0,23.277222222299315,0-5,20-30
301,2021-06-27,5321260.0,6.0,78.0,78.0,0.0,15.051666666695382,0-5,10-20
302,2021-06-30,57410027.0,9.0,54.0,54.0,0.0,13.789166666683741,0-5,10-20
303,2021-06-28,57410036.0,6.0,128.0,128.0,0.0,15.813055555627216,0-5,10-20
304,2021-06-27,59210299.0,9.0,71.0,71.0,0.0,18.12694444443332,0-5,10-20
305,2021-07-02,73110021.0,12.0,69.0,69.0,0.0,12.631111111084465,0-5,10-20
306,2021-06-26,73110025.0,9.0,100.0,100.0,0.0,13.762222222227138,0-5,10-20
307,2021-06-27,73110026.0,9.0,90.0,90.0,0.0,19.13972222234588,0-5,10-20
308,2021-07-02,7551089.0,6.0,106.0,106.0,0.0,16.10833333345363,0-5,10-20
309,2021-06-30,7551166.0,3.0,170.0,170.0,0.0,16.48972222226439,0-5,10-20
310,2021-07-01,1010489.0,6.0,69.0,69.0,0.0,15.31861111120088,0-5,10-20
311,2021-06-30,1010517.0,6.0,62.0,62.0,0.0,14.257777777849697,0-5,10-20
312,2021-06-30,1010545.0,6.0,73.0,73.0,0.0,14.618055555678438,0-5,10-20
313,2021-06-27,2110728.0,6.0,78.0,78.0,0.0,17.86666666675592,0-5,10-20
314,2021-07-01,2110761.0,12.0,38.0,38.0,0.0,14.771944444568362,0-5,10-20
315,2021-07-01,2110916.0,6.0,96.0,96.0,0.0,14.460555555531755,0-5,10-20
316,2021-06-29,2111023.0,6.0,117.0,117.0,0.0,16.80944444448687,0-5,10-20
317,2021-07-01,2111105.0,6.0,35.0,35.0,0.0,21.4819444444729,0-5,20-30
318,2021-06-28,2111127.0,6.0,62.0,62.0,0.0,20.922500000044238,0-5,20-30
319,2021-06-29,2810399.0,6.0,66.0,66.0,0.0,23.013888888875954,0-5,20-30
320,2021-06-26,2910280.0,9.0,88.0,88.0,0.0,19.502777777903248,0-5,10-20
321,2021-07-02,2910283.0,3.0,59.0,59.0,0.0,16.437222222215496,0-5,10-20
322,2021-07-02,2910315.0,6.0,64.0,64.0,0.0,15.449444444559049,0-5,10-20
323,2021-06-29,2910320.0,6.0,77.0,77.0,0.0,16.888055555638857,0-5,10-20
324,2021-06-28,2910333.0,6.0,75.0,75.0,0.0,20.361666666751262,0-5,20-30
325,2021-06-29,2910341.0,6.0,63.0,63.0,0.0,20.14333333336981,0-5,20-30
326,2021-07-02,5110098.0,6.0,79.0,79.0,0.0,20.672500000102445,0-5,20-30
327,2021-06-28,5110111.0,6.0,59.0,59.0,0.0,17.77138888888294,0-5,10-20
328,2021-07-01,5121061.0,12.0,97.0,97.0,0.0,15.772500000020955,0-5,10-20
329,2021-06-30,5321222.0,12.0,50.0,50.0,0.0,17.03138888895046,0-5,10-20
330,2021-07-02,5321272.0,6.0,42.0,42.0,0.0,17.65583333338145,0-5,10-20
331,2021-07-01,55110262.0,6.0,104.0,104.0,0.0,16.379444444552064,0-5,10-20
332,2021-06-28,55110267.0,6.0,65.0,65.0,0.0,19.476388888957445,0-5,10-20
333,2021-07-01,57410113.0,12.0,81.0,81.0,0.0,15.1058333334513,0-5,10-20
334,2021-07-01,57410122.0,12.0,90.0,90.0,0.0,19.334444444510154,0-5,10-20
335,2021-06-30,57410126.0,12.0,91.0,91.0,0.0,15.368055555678438,0-5,10-20
336,2021-06-29,57410131.0,12.0,71.0,71.0,0.0,19.040555555548053,0-5,10-20
337,2021-06-29,57410153.0,9.0,91.0,91.0,0.0,8.702500000130385,0-5,0-10
338,2021-06-27,57410177.0,9.0,94.0,94.0,0.0,8.571666666772217,0-5,0-10
339,2021-06-27,57410197.0,6.0,86.0,86.0,0.0,11.342500000144355,0-5,10-20
340,2021-06-28,57410198.0,6.0,57.0,57.0,0.0,12.535277777875308,0-5,10-20
341,2021-06-27,57410200.0,6.0,61.0,61.0,0.0,14.890277777798474,0-5,10-20
342,2021-06-30,57410212.0,6.0,88.0,88.0,0.0,13.395833333430346,0-5,10-20
343,2021-06-30,57410213.0,6.0,79.0,79.0,0.0,13.336388888885267,0-5,10-20
344,2021-07-01,57410220.0,6.0,92.0,92.0,0.0,11.495555555680767,0-5,10-20
345,2021-07-01,57410221.0,6.0,106.0,106.0,0.0,12.936111111135688,0-5,10-20
346,2021-06-27,59210314.0,6.0,117.0,117.0,0.0,11.34055555559462,0-5,10-20
347,2021-06-30,59210336.0,6.0,85.0,85.0,0.0,16.056944444426335,0-5,10-20
348,2021-06-30,59210385.0,6.0,94.0,94.0,0.0,10.484166666807141,0-5,10-20
349,2021-06-30,7551417.0,6.0,141.0,141.0,0.0,12.523888888943475,0-5,10-20
350,2021-06-30,2111097.0,6.0,37.0,37.0,0.0,12.69305555569008,0-5,10-20
351,2021-06-29,2111117.0,6.0,40.0,40.0,0.0,14.64583333331393,0-5,10-20
352,2021-07-02,2111169.0,6.0,62.0,62.0,0.0,14.353333333390765,0-5,10-20
353,2021-06-29,2111195.0,6.0,84.0,84.0,0.0,15.525277777807787,0-5,10-20
354,2021-06-28,2110191.0,6.0,116.0,116.0,0.0,12.278888888948131,0-5,10-20
355,2021-06-28,1010002.0,6.0,57.0,57.0,0.0,10.713333333435003,0-5,10-20
356,2021-07-01,1010031.0,6.0,114.0,114.0,0.0,14.1683333334513,0-5,10-20
357,2021-06-30,1010343.0,9.0,37.0,37.0,0.0,17.151666666730307,0-5,10-20
358,2021-06-28,1010364.0,7.0,77.0,77.0,0.0,14.420000000100117,0-5,10-20
359,2021-07-02,1010389.0,9.0,68.0,68.0,0.0,18.84083333343733,0-5,10-20
360,2021-07-02,1010396.0,6.0,73.0,73.0,0.0,18.99777777789859,0-5,10-20
361,2021-07-01,1010441.0,9.0,67.0,67.0,0.0,11.254444444435649,0-5,10-20
362,2021-07-02,1010539.0,6.0,54.0,54.0,0.0,16.71722222235985,0-5,10-20
363,2021-06-27,1010566.0,6.0,16.0,16.0,0.0,15.53249999997206,0-5,10-20
364,2021-07-01,1010594.0,6.0,111.0,111.0,0.0,20.307222222327255,0-5,20-30
365,2021-07-01,2110052.0,12.0,34.0,34.0,0.0,12.065555555687752,0-5,10-20
366,2021-07-02,2110142.0,2.0,120.0,120.0,0.0,11.051944444421679,0-5,10-20
367,2021-06-28,2110202.0,6.0,137.0,137.0,0.0,13.663888888957445,0-5,10-20
368,2021-07-02,2110374.0,2.0,198.0,198.0,0.0,11.995000000053551,0-5,10-20
369,2021-06-28,2110575.0,6.0,107.0,107.0,0.0,14.622500000114087,0-5,10-20
370,2021-06-30,2111161.0,6.0,106.0,106.0,0.0,11.531666666676756,0-5,10-20
371,2021-07-01,2310052.0,14.0,86.0,86.0,0.0,15.492222222208511,0-5,10-20
372,2021-07-02,2310113.0,14.0,114.0,114.0,0.0,10.429444444540422,0-5,10-20
373,2021-07-01,2310115.0,14.0,97.0,97.0,0.0,228.58666666672798,0-5,80以上
374,2021-06-27,2310119.0,7.0,120.0,120.0,0.0,17.65000000008149,0-5,10-20
375,2021-07-02,2310121.0,7.0,109.0,109.0,0.0,13.772222222294658,0-5,10-20
376,2021-07-01,2510012.0,3.0,112.0,112.0,0.0,14.736666666751262,0-5,10-20
377,2021-06-30,2510043.0,12.0,101.0,101.0,0.0,12.860555555555038,0-5,10-20
378,2021-06-30,2510047.0,6.0,87.0,87.0,0.0,15.223888889013324,0-5,10-20
379,2021-06-28,2710121.0,6.0,81.0,81.0,0.0,14.281944444577675,0-5,10-20
380,2021-07-02,2710184.0,12.0,56.0,56.0,0.0,21.39500000013504,0-5,20-30
381,2021-06-28,2810470.0,6.0,84.0,84.0,0.0,15.558611111249775,0-5,10-20
382,2021-06-28,2910037.0,9.0,42.0,42.0,0.0,14.486944444477558,0-5,10-20
383,2021-07-02,2910053.0,9.0,66.0,66.0,0.0,23.01194444450084,0-5,20-30
384,2021-06-27,2910368.0,6.0,66.0,66.0,0.0,22.428888889029622,0-5,20-30
385,2021-06-28,2910378.0,6.0,80.0,80.0,0.0,22.541388888959773,0-5,20-30
386,2021-06-26,37110087.0,9.0,119.0,119.0,0.0,14.86805555562023,0-5,10-20
387,2021-06-29,5110107.0,6.0,53.0,53.0,0.0,15.288333333330229,0-5,10-20
388,2021-06-30,5321151.0,9.0,31.0,31.0,0.0,18.149722222296987,0-5,10-20
389,2021-07-02,5321164.0,12.0,65.0,65.0,0.0,17.475000000034925,0-5,10-20
390,2021-07-02,55110176.0,12.0,79.0,79.0,0.0,22.845555555657484,0-5,20-30
391,2021-06-27,55110294.0,6.0,46.0,46.0,0.0,46.05916666664416,0-5,30-50
392,2021-06-27,57110007.0,6.0,70.0,70.0,0.0,21.923888889024965,0-5,20-30
393,2021-06-30,57110189.0,6.0,83.0,83.0,0.0,22.59527777787298,0-5,20-30
394,2021-06-29,57410054.0,12.0,104.0,104.0,0.0,22.76250000006985,0-5,20-30
395,2021-06-30,1010381.0,6.0,59.0,58.0,1.0,21.92249999998603,0-5,20-30
396,2021-06-28,2010175.0,6.0,73.0,72.0,1.0,22.172500000102445,0-5,20-30
397,2021-06-30,2010180.0,9.0,52.0,51.0,1.0,22.309166666760575,0-5,20-30
398,2021-06-27,2010181.0,9.0,71.0,70.0,1.0,15.949722222285345,0-5,10-20
399,2021-06-30,2010189.0,9.0,49.0,48.0,1.0,15.130277777847368,0-5,10-20
400,2021-06-27,2110317.0,6.0,53.0,52.0,1.0,15.718611111107748,0-5,10-20
401,2021-06-30,2110347.0,6.0,53.0,52.0,1.0,23.107222222199198,0-5,20-30
402,2021-06-27,2110478.0,6.0,59.0,58.0,1.0,18.66861111111939,0-5,10-20
403,2021-06-27,2510122.0,9.0,71.0,70.0,1.0,18.40500000002794,0-5,10-20
404,2021-06-29,2810262.0,9.0,77.0,76.0,1.0,18.85611111111939,0-5,10-20
405,2021-07-02,55110104.0,9.0,63.0,62.0,1.0,18.548333333339542,0-5,10-20
406,2021-06-29,57110102.0,6.0,105.0,104.0,1.0,20.98444444447523,0-5,20-30
407,2021-06-30,59210112.0,6.0,52.0,51.0,1.0,21.10222222219454,0-5,20-30
408,2021-06-30,59210208.0,3.0,95.0,94.0,1.0,19.978888888901565,0-5,10-20
409,2021-07-01,1010098.0,6.0,86.0,85.0,1.0,16.38277777779149,0-5,10-20
410,2021-07-01,1010101.0,9.0,56.0,55.0,1.0,15.757500000006985,0-5,10-20
411,2021-06-29,1010156.0,6.0,137.0,136.0,1.0,10.353333333448973,0-5,10-20
412,2021-07-02,1010202.0,9.0,71.0,70.0,1.0,13.747222222213168,0-5,10-20
413,2021-07-01,1010370.0,6.0,75.0,74.0,1.0,12.857777777826414,0-5,10-20
414,2021-06-30,1010598.0,6.0,126.0,125.0,1.0,10.738888889027294,0-5,10-20
415,2021-07-01,2010264.0,6.0,117.0,116.0,1.0,13.183055555680767,0-5,10-20
416,2021-07-02,2110269.0,6.0,131.0,130.0,1.0,11.683333333348855,0-5,10-20
417,2021-06-27,2110710.0,9.0,95.0,94.0,1.0,12.274444444512483,0-5,10-20
418,2021-07-01,2111069.0,6.0,47.0,46.0,1.0,16.75666666676989,0-5,10-20
419,2021-07-02,2510114.0,6.0,105.0,104.0,1.0,14.886111111205537,0-5,10-20
420,2021-07-02,2510180.0,9.0,71.0,70.0,1.0,11.22472222225042,0-5,10-20
421,2021-06-29,2810078.0,6.0,81.0,80.0,1.0,17.509444444498513,0-5,10-20
422,2021-06-29,2810454.0,6.0,87.0,86.0,1.0,20.449166666774545,0-5,20-30
423,2021-06-29,2910371.0,6.0,75.0,74.0,1.0,20.306944444484543,0-5,20-30
424,2021-07-01,2910380.0,6.0,66.0,65.0,1.0,17.249166666646488,0-5,10-20
425,2021-07-02,29210002.0,12.0,74.0,73.0,1.0,12.596388888952788,0-5,10-20
426,2021-06-27,5110015.0,6.0,83.0,82.0,1.0,16.167777777824085,0-5,10-20
427,2021-07-01,5110020.0,6.0,92.0,91.0,1.0,22.821111111086793,0-5,20-30
428,2021-06-30,5110031.0,3.0,106.0,105.0,1.0,9.97777777776355,0-5,0-10
429,2021-07-02,5110034.0,6.0,40.0,39.0,1.0,8.899444444512483,0-5,0-10
430,2021-07-02,5110035.0,6.0,76.0,75.0,1.0,15.669999999983702,0-5,10-20
431,2021-07-01,5110066.0,9.0,45.0,44.0,1.0,15.685277777840383,0-5,10-20
432,2021-06-28,5121015.0,9.0,78.0,77.0,1.0,9.815000000002328,0-5,0-10
433,2021-06-29,53110124.0,12.0,98.0,97.0,1.0,20.855555555666797,0-5,20-30
434,2021-07-01,5321008.0,12.0,75.0,74.0,1.0,16.887777777796146,0-5,10-20
435,2021-06-28,5321010.0,9.0,34.0,33.0,1.0,17.68166666664183,0-5,10-20
436,2021-06-28,5321184.0,6.0,51.0,50.0,1.0,18.77611111110309,0-5,10-20
437,2021-07-01,5321185.0,9.0,22.0,21.0,1.0,19.456388888997026,0-5,10-20
438,2021-07-02,5321275.0,6.0,42.0,41.0,1.0,9.590555555652827,0-5,0-10
439,2021-06-27,5321278.0,6.0,84.0,83.0,1.0,10.490555555617902,0-5,10-20
440,2021-06-30,5321282.0,6.0,51.0,50.0,1.0,16.50444444443565,0-5,10-20
441,2021-06-29,55110039.0,6.0,127.0,126.0,1.0,15.12638888892252,0-5,10-20
442,2021-06-28,55110086.0,6.0,106.0,105.0,1.0,14.97972222219687,0-5,10-20
443,2021-07-01,55110096.0,9.0,82.0,81.0,1.0,17.44750000006752,0-5,10-20
444,2021-06-29,55110276.0,6.0,103.0,102.0,1.0,17.491944444424007,0-5,10-20
445,2021-07-02,55110288.0,6.0,118.0,117.0,1.0,10.663611111114733,0-5,10-20
446,2021-06-30,57410103.0,9.0,88.0,87.0,1.0,17.359722222201526,0-5,10-20
447,2021-06-28,59210369.0,6.0,90.0,89.0,1.0,15.636111111205537,0-5,10-20
448,2021-06-30,7551410.0,6.0,107.0,106.0,1.0,15.453611111151986,0-5,10-20
449,2021-07-02,1010154.0,6.0,51.0,50.0,1.0,14.273055555531755,0-5,10-20
450,2021-07-02,2111170.0,6.0,45.0,44.0,1.0,17.719166666676756,0-5,10-20
451,2021-07-02,1010249.0,6.0,50.0,49.0,1.0,13.254444444493856,0-5,10-20
452,2021-06-28,1010255.0,6.0,56.0,55.0,1.0,12.471666666737292,0-5,10-20
453,2021-07-01,1010270.0,3.0,105.0,104.0,1.0,10.617222222208511,0-5,10-20
454,2021-07-01,1010288.0,6.0,26.0,25.0,1.0,15.319444444554392,0-5,10-20
455,2021-07-01,1010296.0,3.0,75.0,74.0,1.0,9.143333333311602,0-5,0-10
456,2021-06-30,1010305.0,9.0,36.0,35.0,1.0,13.705277777917217,0-5,10-20
457,2021-06-28,1010329.0,6.0,43.0,42.0,1.0,11.191388888983056,0-5,10-20
458,2021-06-28,1010365.0,6.0,39.0,38.0,1.0,16.305277777835727,0-5,10-20
459,2021-07-01,1010366.0,9.0,32.0,31.0,1.0,20.43305555556435,0-5,20-30
460,2021-06-30,1010421.0,6.0,44.0,43.0,1.0,12.529444444575347,0-5,10-20
461,2021-06-27,1010552.0,6.0,85.0,84.0,1.0,18.377500000060536,0-5,10-20
462,2021-07-02,1010580.0,6.0,94.0,93.0,1.0,17.575277777854353,0-5,10-20
463,2021-06-30,2010158.0,6.0,81.0,80.0,1.0,14.435000000114087,0-5,10-20
464,2021-07-01,2010246.0,6.0,94.0,93.0,1.0,10.090000000025611,0-5,10-20
465,2021-06-29,2010283.0,6.0,74.0,73.0,1.0,12.509444444440305,0-5,10-20
466,2021-06-29,2010293.0,6.0,80.0,79.0,1.0,12.459722222294658,0-5,10-20
467,2021-06-28,2110457.0,9.0,19.0,18.0,1.0,16.79888888890855,0-5,10-20
468,2021-07-01,2110503.0,3.0,84.0,83.0,1.0,13.073333333304618,0-5,10-20
469,2021-06-30,2110532.0,6.0,82.0,81.0,1.0,11.014722222229466,0-5,10-20
470,2021-06-27,2110561.0,6.0,63.0,62.0,1.0,11.115833333402406,0-5,10-20
471,2021-06-30,2110693.0,6.0,49.0,48.0,1.0,10.680555555678438,0-5,10-20
472,2021-07-01,2110695.0,2.0,64.0,63.0,1.0,10.840277777868323,0-5,10-20
473,2021-06-30,2110874.0,9.0,75.0,74.0,1.0,16.506944444496185,0-5,10-20
474,2021-07-01,2110877.0,9.0,68.0,67.0,1.0,16.116944444482215,0-5,10-20
475,2021-06-28,2110884.0,6.0,79.0,78.0,1.0,11.516111111151986,0-5,10-20
476,2021-07-02,2110978.0,9.0,67.0,66.0,1.0,10.144444444449618,0-5,10-20
477,2021-06-28,2110981.0,6.0,85.0,84.0,1.0,15.631666666769888,0-5,10-20
478,2021-06-28,2110982.0,6.0,62.0,61.0,1.0,17.266111111210193,0-5,10-20
479,2021-06-30,2111008.0,3.0,101.0,100.0,1.0,14.631944444496185,0-5,10-20
480,2021-07-02,2111030.0,9.0,89.0,88.0,1.0,18.894722222350538,0-5,10-20
481,2021-06-30,2111051.0,3.0,114.0,113.0,1.0,20.110000000102445,0-5,20-30
482,2021-07-02,2111080.0,9.0,60.0,59.0,1.0,13.700277777796146,0-5,10-20
483,2021-06-29,2111142.0,6.0,77.0,76.0,1.0,13.553611111245118,0-5,10-20
484,2021-06-28,2111147.0,6.0,80.0,79.0,1.0,14.00083333341172,0-5,10-20
485,2021-06-28,2111171.0,6.0,87.0,86.0,1.0,9.106388888962101,0-5,0-10
486,2021-06-26,2310104.0,7.0,55.0,54.0,1.0,14.463333333435003,0-5,10-20
487,2021-06-29,2310158.0,7.0,58.0,57.0,1.0,16.281111111107748,0-5,10-20
488,2021-06-29,2310159.0,7.0,55.0,54.0,1.0,17.626944444549736,0-5,10-20
489,2021-06-29,2310160.0,7.0,67.0,66.0,1.0,14.317777777905576,0-5,10-20
490,2021-06-26,2310170.0,7.0,54.0,53.0,1.0,14.09305555553874,0-5,10-20
491,2021-06-26,2310174.0,7.0,71.0,70.0,1.0,14.374444444547407,0-5,10-20
492,2021-06-28,2310184.0,7.0,58.0,57.0,1.0,9.794722222199198,0-5,0-10
493,2021-06-28,2510236.0,6.0,103.0,102.0,1.0,15.749166666646488,0-5,10-20
494,2021-07-01,2510243.0,6.0,69.0,68.0,1.0,10.815555555629544,0-5,10-20
495,2021-06-27,2510247.0,6.0,67.0,66.0,1.0,15.488055555615574,0-5,10-20
496,2021-06-27,2510248.0,6.0,64.0,63.0,1.0,18.287499999976717,0-5,10-20
497,2021-06-29,2510260.0,6.0,75.0,74.0,1.0,19.983888889022637,0-5,10-20
498,2021-06-30,2710110.0,6.0,102.0,101.0,1.0,11.817500000121072,0-5,10-20
499,2021-07-01,2710118.0,6.0,105.0,104.0,1.0,8.29500000004191,0-5,0-10
500,2021-06-30,2710148.0,12.0,58.0,57.0,1.0,11.746388888976071,0-5,10-20
501,2021-06-30,2710180.0,12.0,74.0,73.0,1.0,17.71111111115897,0-5,10-20
502,2021-06-27,2710205.0,9.0,45.0,44.0,1.0,14.50333333335584,0-5,10-20
503,2021-06-27,2810177.0,9.0,60.0,59.0,1.0,14.173611111240461,0-5,10-20
504,2021-06-30,2810203.0,9.0,99.0,98.0,1.0,12.070277777791489,0-5,10-20
505,2021-06-27,2810319.0,9.0,81.0,80.0,1.0,13.764722222287674,0-5,10-20
506,2021-06-28,2810338.0,9.0,54.0,53.0,1.0,13.61138888890855,0-5,10-20
507,2021-06-30,2810358.0,9.0,41.0,40.0,1.0,19.912222222366836,0-5,10-20
508,2021-06-30,2810411.0,6.0,72.0,71.0,1.0,13.814722222276032,0-5,10-20
509,2021-06-30,2810421.0,6.0,51.0,50.0,1.0,17.053888888971414,0-5,10-20
510,2021-06-27,2810425.0,6.0,36.0,35.0,1.0,17.214722222357523,0-5,10-20
511,2021-07-01,2810428.0,6.0,39.0,38.0,1.0,10.648611111100763,0-5,10-20
512,2021-07-01,2810481.0,6.0,41.0,40.0,1.0,14.939722222276032,0-5,10-20
513,2021-06-30,2810510.0,6.0,130.0,129.0,1.0,15.81055555556668,0-5,10-20
514,2021-06-27,2910159.0,6.0,36.0,35.0,1.0,22.264444444561377,0-5,20-30
515,2021-07-01,2910268.0,12.0,69.0,68.0,1.0,13.450833333365154,0-5,10-20
516,2021-06-30,2910275.0,6.0,62.0,61.0,1.0,10.576944444444962,0-5,10-20
517,2021-06-27,2910294.0,6.0,24.0,23.0,1.0,10.436111111193895,0-5,10-20
518,2021-07-02,2910347.0,6.0,74.0,73.0,1.0,17.40749999997206,0-5,10-20
519,2021-06-29,2910372.0,6.0,77.0,76.0,1.0,11.155277777812444,0-5,10-20
520,2021-06-29,2910390.0,6.0,46.0,45.0,1.0,22.723611111170612,0-5,20-30
521,2021-07-02,37110100.0,9.0,57.0,56.0,1.0,14.212500000139698,0-5,10-20
522,2021-06-30,37110142.0,6.0,53.0,52.0,1.0,12.080555555527098,0-5,10-20
523,2021-07-01,37110172.0,3.0,87.0,86.0,1.0,15.664444444526453,0-5,10-20
524,2021-06-27,37110197.0,6.0,69.0,68.0,1.0,15.107777777826414,0-5,10-20
525,2021-06-29,37110201.0,6.0,120.0,119.0,1.0,13.635277777793817,0-5,10-20
526,2021-06-29,37110202.0,6.0,117.0,116.0,1.0,22.471111111168284,0-5,20-30
527,2021-06-26,5110077.0,9.0,81.0,80.0,1.0,19.796388889022637,0-5,10-20
528,2021-06-28,5110115.0,12.0,84.0,83.0,1.0,18.048055555613246,0-5,10-20
529,2021-06-28,5110122.0,12.0,128.0,127.0,1.0,19.33666666672798,0-5,10-20
530,2021-06-26,51310010.0,7.0,47.0,46.0,1.0,19.467500000086147,0-5,10-20
531,2021-06-29,53110153.0,12.0,54.0,53.0,1.0,17.146388888941146,0-5,10-20
532,2021-06-28,53110220.0,6.0,149.0,148.0,1.0,16.30138888891088,0-5,10-20
533,2021-07-01,5321026.0,12.0,38.0,37.0,1.0,16.404166666790843,0-5,10-20
534,2021-06-29,5321032.0,12.0,58.0,57.0,1.0,16.045833333337214,0-5,10-20
535,2021-06-30,5321049.0,6.0,40.0,39.0,1.0,15.83027777785901,0-5,10-20
536,2021-07-02,5321160.0,12.0,74.0,73.0,1.0,13.244444444426335,0-5,10-20
537,2021-06-28,5321179.0,6.0,38.0,37.0,1.0,13.35277777776355,0-5,10-20
538,2021-06-29,5321204.0,12.0,38.0,37.0,1.0,14.196944444440305,0-5,10-20
539,2021-06-30,5321267.0,6.0,28.0,27.0,1.0,13.41861111111939,0-5,10-20
540,2021-07-02,5321277.0,6.0,78.0,77.0,1.0,11.51305555558065,0-5,10-20
541,2021-07-01,55110106.0,6.0,81.0,80.0,1.0,20.76111111114733,0-5,20-30
542,2021-06-29,55110118.0,6.0,55.0,54.0,1.0,16.88500000006752,0-5,10-20
543,2021-06-27,55110136.0,9.0,42.0,41.0,1.0,19.79888888890855,0-5,10-20
544,2021-06-27,55110205.0,9.0,57.0,56.0,1.0,12.677777777833398,0-5,10-20
545,2021-06-28,55110260.0,6.0,85.0,84.0,1.0,15.379444444435649,0-5,10-20
546,2021-06-30,55110264.0,6.0,80.0,79.0,1.0,19.021944444451947,0-5,10-20
547,2021-06-27,55110283.0,6.0,67.0,66.0,1.0,17.08611111121718,0-5,10-20
548,2021-07-01,57110062.0,6.0,47.0,46.0,1.0,16.592222222301643,0-5,10-20
549,2021-06-30,57110078.0,6.0,98.0,97.0,1.0,16.897500000020955,0-5,10-20
550,2021-06-30,57110079.0,3.0,74.0,73.0,1.0,14.779166666732635,0-5,10-20
551,2021-07-01,57110156.0,6.0,73.0,72.0,1.0,13.482777777768206,0-5,10-20
552,2021-06-30,57110163.0,9.0,102.0,101.0,1.0,13.630000000004657,0-5,10-20
553,2021-06-30,57110166.0,3.0,95.0,94.0,1.0,15.72472222225042,0-5,10-20
554,2021-06-30,57110170.0,3.0,109.0,108.0,1.0,11.320833333476912,0-5,10-20
555,2021-07-02,57110176.0,3.0,85.0,84.0,1.0,14.551111111126374,0-5,10-20
556,2021-07-02,57110190.0,6.0,76.0,75.0,1.0,15.540277777821757,0-5,10-20
557,2021-06-28,57410007.0,6.0,56.0,55.0,1.0,14.758333333418705,0-5,10-20
558,2021-06-27,57410052.0,6.0,52.0,51.0,1.0,16.6416666667792,0-5,10-20
559,2021-07-02,57410055.0,9.0,80.0,79.0,1.0,17.73611111124046,0-5,10-20
560,2021-06-30,57410178.0,3.0,59.0,58.0,1.0,17.348055555601604,0-5,10-20
561,2021-06-30,57410193.0,6.0,72.0,71.0,1.0,18.78972222225275,0-5,10-20
562,2021-06-28,57410225.0,6.0,70.0,69.0,1.0,17.020555555529427,0-5,10-20
563,2021-06-30,59210097.0,3.0,96.0,95.0,1.0,13.9102777778171,0-5,10-20
564,2021-06-28,59210103.0,9.0,49.0,48.0,1.0,17.29111111111706,0-5,10-20
565,2021-07-01,59210201.0,6.0,51.0,50.0,1.0,18.266388888994697,0-5,10-20
566,2021-07-01,59210267.0,6.0,48.0,47.0,1.0,12.052222222206183,0-5,10-20
567,2021-06-29,59210307.0,9.0,81.0,80.0,1.0,21.43055555562023,0-5,20-30
568,2021-07-02,59210318.0,12.0,56.0,55.0,1.0,21.193611111142673,0-5,20-30
569,2021-07-01,59210326.0,6.0,77.0,76.0,1.0,12.305277777893934,0-5,10-20
570,2021-06-27,59210357.0,6.0,51.0,50.0,1.0,13.382777777791489,0-5,10-20
571,2021-06-27,59210375.0,6.0,86.0,85.0,1.0,13.956666666723322,0-5,10-20
572,2021-06-30,59210381.0,6.0,87.0,86.0,1.0,13.730555555666797,0-5,10-20
573,2021-06-30,59210383.0,6.0,76.0,75.0,1.0,13.648333333432674,0-5,10-20
574,2021-07-01,59210393.0,6.0,83.0,82.0,1.0,13.675277777889278,0-5,10-20
575,2021-06-28,59210398.0,6.0,80.0,79.0,1.0,12.554444444482215,0-5,10-20
576,2021-07-01,59210408.0,6.0,132.0,131.0,1.0,13.95000000006985,0-5,10-20
577,2021-07-02,73110050.0,9.0,63.0,62.0,1.0,16.817222222336568,0-5,10-20
578,2021-06-28,73110073.0,9.0,75.0,74.0,1.0,17.58944444451481,0-5,10-20
579,2021-06-29,73110078.0,9.0,52.0,51.0,1.0,13.297777777828742,0-5,10-20
580,2021-06-29,73110131.0,6.0,50.0,49.0,1.0,13.488333333400078,0-5,10-20
581,2021-07-02,73110132.0,3.0,57.0,56.0,1.0,13.861388889024965,0-5,10-20
582,2021-06-27,73110140.0,6.0,44.0,43.0,1.0,15.70333333342569,0-5,10-20
583,2021-07-02,73110145.0,6.0,114.0,113.0,1.0,11.246944444428664,0-5,10-20
584,2021-06-28,73110151.0,6.0,52.0,51.0,1.0,15.519444444507826,0-5,10-20
585,2021-06-28,7551055.0,6.0,111.0,110.0,1.0,15.132777777907904,0-5,10-20
586,2021-07-01,7551182.0,6.0,60.0,59.0,1.0,15.385277777910233,0-5,10-20
587,2021-07-01,7551200.0,6.0,90.0,89.0,1.0,16.483055555610918,0-5,10-20
588,2021-06-29,7551279.0,6.0,63.0,62.0,1.0,15.716944444575347,0-5,10-20
589,2021-06-29,7551308.0,6.0,75.0,74.0,1.0,14.983055555610918,0-5,10-20
