,主键,机器编号,销量,销售额,日均销售额,点位日均销量,点位日,件单价,sku动销率,退款率,吐货失败率,缺货率,时间,PCA
2534,021111412021-07-04,2111141,36,106.3,15.19,5.142857142857143,7,2.95,0.4074,0.0,0.0,0.1327,2021-07-05 05:09:49,-0.4916287058376308
2535,029102532021-07-04,2910253,11,106.3,15.19,1.5714285714285714,7,9.66,0.2917,0.0,0.0,0.0982,2021-07-05 05:09:47,-1.054271129988783
2536,028105102021-07-04,2810510,14,106.2,15.17,2.0,7,7.59,0.4167,0.0,0.0,0.0,2021-07-05 05:09:49,-0.949659562268504
2537,0571101552021-07-04,57110155,23,90.9,15.15,3.8333333333333335,6,3.95,0.32,0.0,0.0,0.0549,2021-07-05 05:09:47,-1.0501810960322728
2538,053211752021-07-04,5321175,21,105.95,15.14,3.0,7,5.05,0.5,0.0,0.0,0.0807,2021-07-05 05:09:47,-0.6532360552771039
2539,021103852021-07-04,2110385,20,105.9,15.13,2.857142857142857,7,5.29,0.3077,0.0,0.0,0.0807,2021-07-05 05:09:47,-1.0119416033233126
2540,028101642021-07-04,2810164,29,105.9,15.13,4.142857142857143,7,3.65,0.3478,0.0,0.0,0.0357,2021-07-05 05:09:47,-0.8415902348545982
2541,029102402021-07-04,2910240,28,105.9,15.13,4.0,7,3.78,0.8333,0.0667,0.0,0.0122,2021-07-05 05:09:47,-0.09152450092391147
2542,021102442021-07-04,2110244,19,105.8,15.11,2.7142857142857144,7,5.57,0.3333,0.0,0.0,0.1682,2021-07-05 05:09:47,-0.8853418781653173
2543,0371101582021-07-04,37110158,24,105.7,15.1,3.4285714285714284,7,4.4,0.5789,0.0,0.0,0.1,2021-07-05 05:09:47,-0.4477893194630829
2544,0574101572021-07-04,57410157,31,105.7,15.1,4.428571428571429,7,3.41,0.3333,0.0,0.0,0.0686,2021-07-05 05:09:47,-0.795597706098635
2545,020101922021-07-04,2010192,23,105.6,15.09,3.2857142857142856,7,4.59,0.2632,0.0,0.0,0.1541,2021-07-05 05:09:47,-0.971942412309953
2546,021109202021-07-04,2110920,21,105.6,15.09,3.0,7,5.03,0.3438,0.0,0.0,0.3706,2021-07-05 05:09:47,-0.6256213607685498
2547,0571100702021-07-04,57110070,19,90.5,15.08,3.1666666666666665,6,4.76,0.4074,0.05,0.0,0.011,2021-07-05 05:09:47,-1.0692773968407066
2548,021111672021-07-04,2111167,30,105.5,15.07,4.285714285714286,7,3.52,0.2222,0.0,0.0,0.0206,2021-07-05 05:09:49,-1.0661062284953233
2549,0531101972021-07-04,53110197,24,105.5,15.07,3.4285714285714284,7,4.4,0.5909,0.0,0.0,0.1667,2021-07-05 05:09:47,-0.35589804313614753
2550,021109982021-07-04,2110998,21,105.3,15.04,3.0,7,5.01,0.4375,0.0,0.0,0.1796,2021-07-05 05:09:47,-0.6641027972466158
2551,051210452021-07-04,5121045,24,105.3,15.04,3.4285714285714284,7,4.39,0.3571,0.0,0.0,0.1379,2021-07-05 05:09:47,-0.8068729640044549
2552,025100722021-07-04,2510072,26,105.2,15.03,3.7142857142857144,7,4.05,0.3529,0.0,0.0,0.1306,2021-07-05 05:09:47,-0.7889890689328094
2553,0371101082021-07-04,37110108,22,105.2,15.03,3.142857142857143,7,4.78,0.5,0.0,0.0,0.0451,2021-07-05 05:09:47,-0.6819195129889918
2554,0519100212021-07-04,51910021,28,105.2,15.03,4.0,7,3.76,0.36,0.0,0.0,0.1648,2021-07-05 05:09:47,-0.7040743257784758
2555,010103442021-07-04,1010344,21,105.1,15.01,3.0,7,5.0,0.4444,0.0,0.0,0.1713,2021-07-05 05:09:47,-0.6619149555880915
2556,020101242021-07-04,2010124,26,105.1,15.01,3.7142857142857144,7,4.04,0.3667,0.0,0.0,0.0294,2021-07-05 05:09:47,-0.8733492350123727
2557,021112112021-07-04,2111211,22,105.1,15.01,3.142857142857143,7,4.78,0.2692,0.0,0.0,0.0659,2021-07-05 05:09:49,-1.073725362699425
2558,028103352021-07-04,2810335,23,105.1,15.01,3.2857142857142856,7,4.57,0.4138,0.0,0.0,0.1467,2021-07-05 05:09:47,-0.713153338654051
2559,0371101512021-07-04,37110151,18,105.1,15.01,2.5714285714285716,7,5.84,0.3571,0.0,0.0,0.0667,2021-07-05 05:09:47,-0.9668992602221819
2560,021112312021-07-04,2111231,19,105.02,15.0,2.7142857142857144,7,5.53,0.275,0.0,0.0,0.0435,2021-07-05 05:09:49,-1.128091737665132
2561,021105152021-07-04,2110515,23,104.9,14.99,3.2857142857142856,7,4.56,0.4,0.0,0.0,0.0162,2021-07-05 05:09:47,-0.8785055322030056
2562,021110482021-07-04,2111048,18,104.9,14.99,2.5714285714285716,7,5.83,0.4286,0.0,0.0,0.0974,2021-07-05 05:09:47,-0.8071445953826885
2563,029103932021-07-04,2910393,18,104.9,14.99,2.5714285714285716,7,5.83,0.4348,0.0,0.0,0.1607,2021-07-05 05:09:49,-0.7283862552528568
2564,051100012021-07-04,5110001,32,104.8,14.97,4.571428571428571,7,3.27,0.56,0.0,0.0,0.2469,2021-07-05 05:09:47,-0.1847895200899744
2565,0592102992021-07-04,59210299,26,104.8,14.97,3.7142857142857144,7,4.03,0.5,0.0,0.0,0.0,2021-07-05 05:09:47,-0.6676184597922955
2566,025101952021-07-04,2510195,19,104.6,14.94,2.7142857142857144,7,5.51,0.2941,0.05,0.0,0.1317,2021-07-05 05:09:47,-1.0594105427239433
2567,029103492021-07-04,2910349,20,104.6,14.94,2.857142857142857,7,5.23,0.5217,0.0,0.0,0.0783,2021-07-05 05:09:49,-0.6392892952906181
2568,0551101072021-07-04,55110107,17,104.5,14.93,2.4285714285714284,7,6.15,0.5,0.0,0.0,0.0621,2021-07-05 05:09:47,-0.7293438819182863
2569,053211262021-07-04,5321126,12,104.4,14.91,1.7142857142857142,7,8.7,0.3182,0.0,0.0,0.1384,2021-07-05 05:09:47,-0.9879821707359807
2570,075514162021-07-04,7551416,22,104.4,14.91,3.142857142857143,7,4.75,0.5238,0.0,0.0,0.0,2021-07-05 05:09:49,-0.6922823550147383
2571,027101032021-07-04,2710103,22,104.3,14.9,3.142857142857143,7,4.74,0.44,0.0,0.0,0.0914,2021-07-05 05:09:47,-0.7455284352270781
2572,0592102592021-07-04,59210259,14,104.3,14.9,2.0,7,7.45,0.3704,0.0,0.0,0.0394,2021-07-05 05:09:47,-1.0045325772332803
2573,075511462021-07-04,7551146,22,104.3,14.9,3.142857142857143,7,4.74,0.4545,0.0,0.0,0.0417,2021-07-05 05:09:47,-0.7726646908681781
2574,075511092021-07-04,7551109,19,104.15,14.88,2.7142857142857144,7,5.48,0.5833,0.0,0.0,0.04,2021-07-05 05:09:47,-0.5852506131012151
2575,0574100902021-07-04,57410090,24,103.98,14.85,3.4285714285714284,7,4.33,0.5,0.0,0.0,0.1643,2021-07-05 05:09:47,-0.5308746590894463
2576,028104582021-07-04,2810458,14,103.79,14.83,2.0,7,7.41,0.2759,0.0,0.0,0.0347,2021-07-05 05:09:49,-1.1826968240152462
2577,0592103572021-07-04,59210357,25,103.8,14.83,3.5714285714285716,7,4.15,0.32,0.0385,0.0,0.0123,2021-07-05 05:09:47,-1.0441442461996469
2578,020102952021-07-04,2010295,20,74.1,14.82,4.0,5,3.7,0.2917,0.1304,0.0435,0.0,2021-07-05 05:09:49,-1.498230969732413
2579,0531101242021-07-04,53110124,27,103.7,14.81,3.857142857142857,7,3.84,0.3824,0.0,0.0,0.0539,2021-07-05 05:09:47,-0.8095815522213164
2580,0571101832021-07-04,57110183,23,103.68,14.81,3.2857142857142856,7,4.51,0.4211,0.0,0.0,0.05,2021-07-05 05:09:47,-0.8120380726410893
2581,027101732021-07-04,2710173,18,103.6,14.8,2.5714285714285716,7,5.76,0.3929,0.0,0.0,0.045,2021-07-05 05:09:47,-0.9357191963130616
2582,027101892021-07-04,2710189,20,103.61,14.8,2.857142857142857,7,5.18,0.4138,0.0,0.0,0.058,2021-07-05 05:09:47,-0.8606584852276989
2583,051101172021-07-04,5110117,13,103.6,14.8,1.8571428571428572,7,7.97,0.5,0.0,0.1,0.0976,2021-07-05 05:09:47,-0.8392603749897397
2584,0571100782021-07-04,57110078,24,103.6,14.8,3.4285714285714284,7,4.32,0.3846,0.0,0.0,0.0847,2021-07-05 05:09:47,-0.8247089045445848
2585,021102012021-07-04,2110201,28,103.5,14.79,4.0,7,3.7,0.2821,0.0,0.0,0.063,2021-07-05 05:09:47,-0.9622797786771401
2586,025101602021-07-04,2510160,24,103.52,14.79,3.4285714285714284,7,4.31,0.4815,0.0,0.0,0.0952,2021-07-05 05:09:47,-0.6406147359899348
2587,0571101502021-07-04,57110150,19,103.5,14.79,2.7142857142857144,7,5.45,0.5652,0.0,0.0,0.0536,2021-07-05 05:09:47,-0.6071722526350624
2588,051100582021-07-04,5110058,6,44.3,14.77,2.0,3,7.38,0.2381,0.1429,0.1429,0.0683,2021-07-05 05:09:47,-2.02932432097042
2589,025102462021-07-04,2510246,17,103.31,14.76,2.4285714285714284,7,6.08,0.4286,0.0,0.0,0.0635,2021-07-05 05:09:47,-0.8638421982576162
2590,0571100712021-07-04,57110071,15,103.3,14.76,2.142857142857143,7,6.89,0.2593,0.0,0.0,0.0879,2021-07-05 05:09:47,-1.155342365107383
2591,010104732021-07-04,1010473,18,103.0,14.71,2.5714285714285716,7,5.72,0.3913,0.0,0.0,0.2024,2021-07-05 05:09:47,-0.7746939605621176
2592,0592102472021-07-04,59210247,15,102.98,14.71,2.142857142857143,7,6.87,0.25,0.0,0.0,0.0493,2021-07-05 05:09:47,-1.2155380871361574
2593,029103112021-07-04,2910311,5,58.8,14.7,1.25,4,11.76,0.1667,0.0,0.0,0.1654,2021-07-05 05:09:47,-1.5146679269915393
2594,0571101772021-07-04,57110177,22,102.86,14.69,3.142857142857143,7,4.68,0.303,0.0,0.0,0.0356,2021-07-05 05:09:47,-1.0594307020609315
2595,075513222021-07-04,7551322,16,58.7,14.68,4.0,4,3.67,0.2286,0.0,0.0,0.0289,2021-07-05 05:09:47,-1.524122524412067
2596,0574101822021-07-04,57410182,24,102.6,14.66,3.4285714285714284,7,4.28,0.2917,0.0,0.0,0.1029,2021-07-05 05:09:47,-0.9776683209258292
2597,028103022021-07-04,2810302,18,102.5,14.64,2.5714285714285716,7,5.69,0.4783,0.0,0.0,0.0248,2021-07-05 05:09:47,-0.8120178741439711
2598,075511152021-07-04,7551115,20,102.43,14.63,2.857142857142857,7,5.12,0.4615,0.0476,0.0476,0.1095,2021-07-05 05:09:47,-0.8410767915226312
2599,0574102332021-07-04,57410233,22,102.32,14.62,3.142857142857143,7,4.65,0.5,0.0,0.0,0.0559,2021-07-05 05:09:49,-0.6882629782293094
2600,0571101542021-07-04,57110154,22,87.5,14.58,3.6666666666666665,6,3.98,0.3846,0.0,0.0,0.037,2021-07-05 05:09:47,-0.9941394683324638
2601,0574102632021-07-04,57410263,17,87.4,14.57,2.8333333333333335,6,5.14,0.4483,0.0,0.0,0.0345,2021-07-05 05:09:49,-0.9640986774366661
2602,053211742021-07-04,5321174,20,101.8,14.54,2.857142857142857,7,5.09,0.5455,0.0,0.0,0.1491,2021-07-05 05:09:47,-0.5389518442095574
2603,0592102152021-07-04,59210215,21,101.8,14.54,3.0,7,4.85,0.4138,0.0,0.0,0.0238,2021-07-05 05:09:47,-0.8949161152380387
2604,075511062021-07-04,7551106,25,101.8,14.54,3.5714285714285716,7,4.07,0.4286,0.0,0.0,0.0783,2021-07-05 05:09:47,-0.7471047759497312
2605,021104502021-07-04,2110450,24,101.7,14.53,3.4285714285714284,7,4.24,0.225,0.0,0.0,0.0906,2021-07-05 05:09:47,-1.115908429639929
2606,0551100752021-07-04,55110075,18,101.7,14.53,2.5714285714285716,7,5.65,0.5217,0.0,0.0,0.0,2021-07-05 05:09:47,-0.7658358311388611
2607,0592104022021-07-04,59210402,22,101.7,14.53,3.142857142857143,7,4.62,0.3182,0.0,0.0,0.0519,2021-07-05 05:09:49,-1.0222212529298929
2608,020100972021-07-04,2010097,24,101.4,14.49,3.4285714285714284,7,4.22,0.3056,0.0,0.0,0.0317,2021-07-05 05:09:47,-1.0365376023125537
2609,075513592021-07-04,7551359,22,101.4,14.49,3.142857142857143,7,4.61,0.36,0.0,0.0,0.1278,2021-07-05 05:09:47,-0.8678916362118123
2610,021105242021-07-04,2110524,23,101.3,14.47,3.2857142857142856,7,4.4,0.3333,0.0,0.0,0.299,2021-07-05 05:09:47,-0.7181383877781052
2611,075513472021-07-04,7551347,18,101.3,14.47,2.5714285714285716,7,5.63,0.4194,0.0,0.0,0.0955,2021-07-05 05:09:47,-0.8496689885852434
2612,0531100982021-07-04,53110098,26,101.2,14.46,3.7142857142857144,7,3.89,0.3548,0.0,0.0,0.0413,2021-07-05 05:09:47,-0.9050242112284428
2613,023102002021-07-04,2310200,11,57.8,14.45,2.75,4,5.25,0.25,0.0,0.0,0.1389,2021-07-05 05:09:49,-1.4718382453282708
2614,021103152021-07-04,2110315,19,101.1,14.44,2.7142857142857144,7,5.32,0.225,0.0,0.0,0.2098,2021-07-05 05:09:47,-1.0656809201146427
2615,0592102402021-07-04,59210240,23,101.1,14.44,3.2857142857142856,7,4.4,0.55,0.0,0.0,0.0068,2021-07-05 05:09:47,-0.6430569023554792
2616,021109002021-07-04,2110900,21,101.0,14.43,3.0,7,4.81,0.44,0.0,0.0,0.0659,2021-07-05 05:09:47,-0.8080533210253517
2617,0531102232021-07-04,53110223,24,101.0,14.43,3.4285714285714284,7,4.21,0.4348,0.0,0.0,0.0373,2021-07-05 05:09:49,-0.8012661769123117
2618,020103212021-07-04,2010321,12,57.5,14.38,3.0,4,4.79,0.25,0.0,0.0,0.0833,2021-07-05 05:09:49,-1.519247242857433
2619,021109362021-07-04,2110936,23,100.5,14.36,3.2857142857142856,7,4.37,0.4167,0.0,0.0,0.0879,2021-07-05 05:09:47,-0.7989804506914461
2620,0571101822021-07-04,57110182,23,100.5,14.36,3.2857142857142856,7,4.37,0.4,0.0,0.0,0.0952,2021-07-05 05:09:47,-0.8210996117698696
2621,0574101962021-07-04,57410196,22,100.5,14.36,3.142857142857143,7,4.57,0.44,0.0,0.0,0.0,2021-07-05 05:09:47,-0.8667315763806593
2622,075510752021-07-04,7551075,21,100.46,14.35,3.0,7,4.78,0.48,0.0,0.0,0.0674,2021-07-05 05:09:47,-0.7384141977028656
2623,028102982021-07-04,2810298,10,100.4,14.34,1.4285714285714286,7,10.04,0.3333,0.0,0.0,0.141,2021-07-05 05:09:47,-0.9679560937978752
2624,0731101382021-07-04,73110138,25,100.32,14.33,3.5714285714285716,7,4.01,0.4583,0.0,0.0,0.1086,2021-07-05 05:09:47,-0.6704109051100913
2625,0592102302021-07-04,59210230,16,100.22,14.32,2.2857142857142856,7,6.26,0.3448,0.0,0.0,0.0345,2021-07-05 05:09:47,-1.0748031199316286
2626,023101692021-07-04,2310169,16,100.2,14.31,2.2857142857142856,7,6.26,0.375,0.0,0.0,0.0536,2021-07-05 05:09:47,-1.000473054897348
2627,0531101702021-07-04,53110170,23,100.2,14.31,3.2857142857142856,7,4.36,0.52,0.0,0.0,0.2707,2021-07-05 05:09:47,-0.42036225306419417
2628,028105182021-07-04,2810518,11,42.9,14.3,3.6666666666666665,3,3.9,0.2632,0.0,0.0,0.0526,2021-07-05 05:09:49,-1.6166171803990554
2629,0371101272021-07-04,37110127,22,100.0,14.29,3.142857142857143,7,4.55,0.5,0.0,0.0,0.0544,2021-07-05 05:09:47,-0.7040754042785959
2630,0551101152021-07-04,55110115,21,100.0,14.29,3.0,7,4.76,0.4737,0.0,0.0,0.2,2021-07-05 05:09:47,-0.6107350136280941
2631,0592102452021-07-04,59210245,17,100.0,14.29,2.4285714285714284,7,5.88,0.5455,0.0,0.0,0.0,2021-07-05 05:09:47,-0.7448824415309973
2632,029101122021-07-04,2910112,17,99.87,14.27,2.4285714285714284,7,5.87,0.45,0.0,0.0588,0.1233,2021-07-05 05:09:47,-0.8579485358587087
2633,0551100842021-07-04,55110084,17,99.9,14.27,2.4285714285714284,7,5.88,0.3571,0.0,0.0,0.0571,2021-07-05 05:09:47,-1.0219270992492842
2634,0574100732021-07-04,57410073,12,99.9,14.27,1.7142857142857142,7,8.32,0.25,0.0,0.0,0.052,2021-07-05 05:09:47,-1.2377339189238366
2635,028103562021-07-04,2810356,13,99.8,14.26,1.8571428571428572,7,7.68,0.5,0.0,0.0,0.0,2021-07-05 05:09:47,-0.8483315836010571
2636,023101992021-07-04,2310199,9,57.0,14.25,2.25,4,6.33,0.3043,0.0,0.0,0.0,2021-07-05 05:09:49,-1.5485624141036685
2637,010101532021-07-04,1010153,22,99.7,14.24,3.142857142857143,7,4.53,0.3929,0.0,0.0,0.1701,2021-07-05 05:09:47,-0.7745467658228808
2638,0551101292021-07-04,55110129,26,99.7,14.24,3.7142857142857144,7,3.83,0.4286,0.0,0.0,0.0195,2021-07-05 05:09:47,-0.8051890225541634
2639,0574101512021-07-04,57410151,25,99.7,14.24,3.5714285714285716,7,3.99,0.4545,0.0,0.0,0.0779,2021-07-05 05:09:47,-0.7135755853419826
2640,027101932021-07-04,2710193,30,99.52,14.22,4.285714285714286,7,3.32,0.4091,0.0909,0.0,0.0994,2021-07-05 05:09:47,-0.785159066267989
2641,010106022021-07-04,1010602,19,99.5,14.21,2.7142857142857144,7,5.24,0.3929,0.0,0.0,0.0945,2021-07-05 05:09:49,-0.8983727691302207
2642,053212652021-07-04,5321265,20,99.27,14.18,2.857142857142857,7,4.96,0.5,0.0,0.0,0.2083,2021-07-05 05:09:49,-0.5735646518192066
2643,020102242021-07-04,2010224,23,99.17,14.17,3.2857142857142856,7,4.31,0.35,0.0,0.0,0.1567,2021-07-05 05:09:47,-0.8532244280852556
2644,023101942021-07-04,2310194,20,85.0,14.17,3.3333333333333335,6,4.25,0.48,0.0,0.0,0.008,2021-07-05 05:09:49,-0.906277941581236
2645,020100632021-07-04,2010063,25,99.0,14.14,3.5714285714285716,7,3.96,0.381,0.0,0.0,0.034,2021-07-05 05:09:47,-0.8964663193836195
2646,053210892021-07-04,5321089,22,99.0,14.14,3.142857142857143,7,4.5,0.5217,0.0,0.0,0.0779,2021-07-05 05:09:47,-0.6466026837147638
2647,028104842021-07-04,2810484,21,98.7,14.1,3.0,7,4.7,0.4167,0.0,0.0,0.0065,2021-07-05 05:09:49,-0.9278566732084955
2648,0592102512021-07-04,59210251,22,98.5,14.07,3.142857142857143,7,4.48,0.5,0.0,0.0,0.0571,2021-07-05 05:09:47,-0.7106934046423203
2649,0531100972021-07-04,53110097,20,98.4,14.06,2.857142857142857,7,4.92,0.3429,0.0,0.0,0.208,2021-07-05 05:09:47,-0.8607330521101242
2650,0551100872021-07-04,55110087,25,98.4,14.06,3.5714285714285716,7,3.94,0.2857,0.0,0.0,0.0519,2021-07-05 05:09:47,-1.0514378048271966
2651,0592103812021-07-04,59210381,22,98.4,14.06,3.142857142857143,7,4.47,0.4091,0.0,0.0,0.0807,2021-07-05 05:09:49,-0.8491195668388228
2652,075513942021-07-04,7551394,20,98.4,14.06,2.857142857142857,7,4.92,0.5714,0.0,0.0,0.0195,2021-07-05 05:09:49,-0.6527912106316844
2653,021107762021-07-04,2110776,20,98.3,14.04,2.857142857142857,7,4.92,0.4211,0.0,0.0,0.1481,2021-07-05 05:09:47,-0.7851598762475583
2654,027102122021-07-04,2710212,18,98.2,14.03,2.5714285714285716,7,5.46,0.4444,0.0526,0.0,0.1495,2021-07-05 05:09:47,-0.8277558912238658
2655,0551101162021-07-04,55110116,21,98.2,14.03,3.0,7,4.68,0.5,0.0,0.0,0.0272,2021-07-05 05:09:47,-0.7594705675725941
2656,027102302021-07-04,2710230,22,98.13,14.02,3.142857142857143,7,4.46,0.3571,0.0,0.0,0.037,2021-07-05 05:09:49,-0.9905986331881315
2657,0571100252021-07-04,57110025,23,98.1,14.01,3.2857142857142856,7,4.27,0.2647,0.0,0.0,0.0745,2021-07-05 05:09:47,-1.1003169057929512
2658,029102492021-07-04,2910249,22,98.0,14.0,3.142857142857143,7,4.45,0.4545,0.0,0.0,0.0604,2021-07-05 05:09:47,-0.7920815059701216
2659,051101292021-07-04,5110129,23,98.0,14.0,3.2857142857142856,7,4.26,0.2667,0.0,0.0,0.118,2021-07-05 05:09:49,-1.051029763318351
2660,021110372021-07-04,2111037,22,97.9,13.99,3.142857142857143,7,4.45,0.25,0.0,0.0,0.0,2021-07-05 05:09:47,-1.2234015489622532
2661,0592103742021-07-04,59210374,21,97.9,13.99,3.0,7,4.66,0.4091,0.0,0.0,0.0248,2021-07-05 05:09:49,-0.9269877369533324
2662,025101932021-07-04,2510193,22,97.85,13.98,3.142857142857143,7,4.45,0.3235,0.0,0.0,0.0678,2021-07-05 05:09:47,-1.019514218249732
2663,010104642021-07-04,1010464,14,97.8,13.97,2.0,7,6.99,0.3684,0.0,0.0,0.0,2021-07-05 05:09:47,-1.0975200059661194
2664,0731100652021-07-04,73110065,10,97.8,13.97,1.4285714285714286,7,9.78,0.2917,0.0,0.0,0.0,2021-07-05 05:09:47,-1.2151989915479082
2665,0571100462021-07-04,57110046,24,97.7,13.96,3.4285714285714284,7,4.07,0.3667,0.0,0.0,0.0913,2021-07-05 05:09:47,-0.8856957202370195
2666,021110102021-07-04,2111010,21,97.6,13.94,3.0,7,4.65,0.4,0.0,0.0,0.1932,2021-07-05 05:09:47,-0.7651423667041537
2667,021109472021-07-04,2110947,24,97.5,13.93,3.4285714285714284,7,4.06,0.3103,0.0,0.0,0.1567,2021-07-05 05:09:47,-0.918155627282558
2668,021112132021-07-04,2111213,26,97.5,13.93,3.7142857142857144,7,3.75,0.3846,0.0,0.0,0.0714,2021-07-05 05:09:49,-0.8413768329064255
2669,075513992021-07-04,7551399,20,97.5,13.93,2.857142857142857,7,4.88,0.4167,0.0,0.0,0.0068,2021-07-05 05:09:49,-0.9491254100442315
2670,010102732021-07-04,1010273,20,97.4,13.91,2.857142857142857,7,4.87,0.4583,0.0,0.0,0.1801,2021-07-05 05:09:47,-0.6903134699081946
2671,028102962021-07-04,2810296,22,97.4,13.91,3.142857142857143,7,4.43,0.36,0.0,0.0,0.216,2021-07-05 05:09:47,-0.7986019397084451
2672,0592101242021-07-04,59210124,24,97.4,13.91,3.4285714285714284,7,4.06,0.4231,0.0,0.0,0.0106,2021-07-05 05:09:47,-0.8727145220886523
2673,021102432021-07-04,2110243,27,97.3,13.9,3.857142857142857,7,3.6,0.2571,0.0,0.0,0.0873,2021-07-05 05:09:47,-1.0360980714778645
2674,021108962021-07-04,2110896,22,97.3,13.9,3.142857142857143,7,4.42,0.3333,0.0,0.0,0.0693,2021-07-05 05:09:47,-1.004006259756639
2675,025100292021-07-04,2510029,17,97.3,13.9,2.4285714285714284,7,5.72,0.4194,0.0,0.0588,0.021,2021-07-05 05:09:47,-1.0395242001751563
2676,029101002021-07-04,2910100,20,97.3,13.9,2.857142857142857,7,4.87,0.45,0.0,0.0,0.068,2021-07-05 05:09:47,-0.8253615088646821
2677,0531102312021-07-04,53110231,21,83.4,13.9,3.5,6,3.97,0.4762,0.0,0.0,0.0667,2021-07-05 05:09:49,-0.8436952153475685
2678,021108922021-07-04,2110892,24,97.1,13.87,3.4285714285714284,7,4.05,0.4,0.0,0.0,0.2422,2021-07-05 05:09:47,-0.6682642338211975
2679,028103732021-07-04,2810373,20,97.1,13.87,2.857142857142857,7,4.86,0.5455,0.0,0.0,0.1615,2021-07-05 05:09:47,-0.5556363123679049
2680,020102422021-07-04,2010242,21,97.0,13.86,3.0,7,4.62,0.3333,0.0,0.0,0.0143,2021-07-05 05:09:47,-1.0796083086917905
2681,0551100822021-07-04,55110082,21,97.0,13.86,3.0,7,4.62,0.5,0.0,0.0,0.0833,2021-07-05 05:09:47,-0.7071958784579383
2682,0551102802021-07-04,55110280,20,97.0,13.86,2.857142857142857,7,4.85,0.3333,0.0909,0.0455,0.0,2021-07-05 05:09:49,-1.269387956079805
2683,0574100312021-07-04,57410031,23,97.0,13.86,3.2857142857142856,7,4.22,0.4545,0.0,0.0,0.0255,2021-07-05 05:09:47,-0.8193759168887887
2684,075511972021-07-04,7551197,29,97.0,13.86,4.142857142857143,7,3.34,0.1667,0.0333,0.0,0.0287,2021-07-05 05:09:47,-1.2631379344508002
2685,021110302021-07-04,2111030,20,96.9,13.84,2.857142857142857,7,4.84,0.4167,0.0,0.0,0.1012,2021-07-05 05:09:47,-0.8525629039454222
2686,0531100662021-07-04,53110066,22,96.9,13.84,3.142857142857143,7,4.4,0.5417,0.0435,0.0,0.1802,2021-07-05 05:09:47,-0.5644279908986869
2687,0531101832021-07-04,53110183,20,96.8,13.83,2.857142857142857,7,4.84,0.5217,0.0,0.0,0.119,2021-07-05 05:09:47,-0.645788391735583
2688,0574101982021-07-04,57410198,28,96.8,13.83,4.0,7,3.46,0.2759,0.0,0.0,0.0214,2021-07-05 05:09:47,-1.0569740417999565
2689,053212432021-07-04,5321243,19,96.7,13.81,2.7142857142857144,7,5.09,0.4615,0.0,0.0,0.0741,2021-07-05 05:09:47,-0.8156478954893537
2690,010102892021-07-04,1010289,23,96.6,13.8,3.2857142857142856,7,4.2,0.2609,0.0,0.0,0.1726,2021-07-05 05:09:47,-1.0116421936123499
2691,010105422021-07-04,1010542,19,96.4,13.77,2.7142857142857144,7,5.07,0.3929,0.0,0.0,0.3103,2021-07-05 05:09:47,-0.6882141893400769
2692,0531101122021-07-04,53110112,25,96.4,13.77,3.5714285714285716,7,3.86,0.5217,0.0,0.0,0.1131,2021-07-05 05:09:47,-0.5752727773093353
2693,075512492021-07-04,7551249,24,96.4,13.77,3.4285714285714284,7,4.02,0.3478,0.0,0.0,0.0298,2021-07-05 05:09:47,-0.9930718974168812
2694,010102712021-07-04,1010271,20,96.3,13.76,2.857142857142857,7,4.82,0.5,0.0,0.0,0.1438,2021-07-05 05:09:47,-0.6611454552200148
2695,021112062021-07-04,2111206,26,96.3,13.76,3.7142857142857144,7,3.7,0.3214,0.0,0.0,0.0,2021-07-05 05:09:49,-1.038185405622968
2696,025102342021-07-04,2510234,18,68.8,13.76,3.6,5,3.82,0.2,0.0,0.0,0.0714,2021-07-05 05:09:47,-1.4629683630435335
2697,028102662021-07-04,2810266,19,96.3,13.76,2.7142857142857144,7,5.07,0.3438,0.0,0.0,0.069,2021-07-05 05:09:47,-1.034440894623948
2698,029102182021-07-04,2910218,11,96.3,13.76,1.5714285714285714,7,8.75,0.4,0.0,0.0,0.0068,2021-07-05 05:09:47,-1.039000446908281
2699,021107072021-07-04,2110707,21,96.2,13.74,3.0,7,4.58,0.2188,0.0,0.0,0.0342,2021-07-05 05:09:47,-1.2687036101086473
2700,0531100392021-07-04,53110039,25,96.1,13.73,3.5714285714285716,7,3.84,0.3333,0.0,0.0,0.0,2021-07-05 05:09:47,-1.0357847413354473
2701,010105372021-07-04,1010537,18,96.0,13.71,2.5714285714285716,7,5.33,0.3846,0.0,0.0,0.1319,2021-07-05 05:09:47,-0.9086145421646628
2702,021101382021-07-04,2110138,26,95.9,13.7,3.7142857142857144,7,3.69,0.5,0.0,0.0,0.3106,2021-07-05 05:09:47,-0.38844591274531903
2703,0531102302021-07-04,53110230,18,82.2,13.7,3.0,6,4.57,0.5217,0.0,0.0,0.0696,2021-07-05 05:09:49,-0.8172995274182943
